ID_Cliente,Tem_carro,Tem_casa_propria,Tem_telefone_trabalho,Tem_telefone_fixo,Tem_email,Tamanho_familia,Rendimento_anual,Idade,Anos_empregado,Categoria_de_renda,Grau_escolaridade,Estado_civil,Moradia,Ocupacao,Mau
5008897,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008898,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008899,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008900,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008901,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008902,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008903,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008904,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008905,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008906,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008907,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008908,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008909,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008910,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008911,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008912,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008913,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008914,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008915,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008916,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008917,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008918,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008919,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008920,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008921,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008922,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008923,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008924,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008925,0,1,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5008942,0,0,0,1,0,2.0,157500.0,37.35052738933722,13.267897355866308,Associado comercial,Ensino superior,Casado,Casa/apartamento próprio,Alta tecnologia,0
5008943,0,0,0,1,0,2.0,157500.0,37.35052738933722,13.267897355866308,Associado comercial,Ensino superior,Casado,Casa/apartamento próprio,Alta tecnologia,0
5008944,0,0,0,1,0,2.0,157500.0,37.35052738933722,13.267897355866308,Associado comercial,Ensino superior,Casado,Casa/apartamento próprio,Alta tecnologia,0
5008945,0,0,0,1,0,2.0,157500.0,37.35052738933722,13.267897355866308,Associado comercial,Ensino superior,Casado,Casa/apartamento próprio,Alta tecnologia,0
5008946,0,0,0,1,0,2.0,157500.0,37.35052738933722,13.267897355866308,Associado comercial,Ensino superior,Casado,Casa/apartamento próprio,Alta tecnologia,0
5008947,0,1,1,1,0,2.0,135000.0,42.39375209621005,3.8549730658398187,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Motorista,0
5008948,0,1,1,1,0,2.0,135000.0,42.39375209621005,3.8549730658398187,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Motorista,0
5008950,0,1,1,1,0,2.0,135000.0,42.39375209621005,3.8549730658398187,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Motorista,0
5008951,0,1,0,0,0,3.0,225000.0,28.257938219128388,7.688042875623729,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5008952,0,1,0,0,0,3.0,225000.0,28.257938219128388,7.688042875623729,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5008953,0,1,0,0,0,3.0,225000.0,28.257938219128388,7.688042875623729,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5008956,1,1,0,0,0,2.0,135000.0,48.69367611929061,4.687296795964325,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5008957,1,1,0,0,0,2.0,135000.0,48.69367611929061,4.687296795964325,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5008959,1,1,0,0,0,2.0,135000.0,48.69367611929061,4.687296795964325,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5008960,1,1,0,0,0,2.0,135000.0,48.69367611929061,4.687296795964325,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5008962,1,1,0,0,0,2.0,135000.0,48.69367611929061,4.687296795964325,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5008963,1,1,0,0,0,2.0,135000.0,48.69367611929061,4.687296795964325,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5008966,0,1,0,1,0,2.0,157500.0,43.88043560100481,2.4339993292127833,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5008967,0,1,0,1,0,2.0,157500.0,43.88043560100481,2.4339993292127833,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5008975,0,1,0,0,0,2.0,112500.0,61.1073464889765,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5008977,0,1,0,0,0,2.0,112500.0,61.1073464889765,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5008978,0,1,0,0,0,2.0,112500.0,61.1073464889765,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5008979,0,1,0,0,0,2.0,112500.0,61.1073464889765,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5008980,0,1,0,0,0,2.0,112500.0,61.1073464889765,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5008984,1,1,0,1,0,2.0,112500.0,57.151070863878104,6.518956583639636,Servidor público,Ensino médio,Casado,Casa/apartamento próprio,Motorista,0
5008988,1,1,0,1,0,2.0,112500.0,57.151070863878104,6.518956583639636,Servidor público,Ensino médio,Casado,Casa/apartamento próprio,Motorista,0
5008991,1,1,1,1,0,1.0,270000.0,45.399973989883435,3.269060966344278,Empregado,Ensino médio,Divorciado,Casa/apartamento próprio,Limpeza,0
5008993,1,1,1,1,0,1.0,270000.0,45.399973989883435,3.269060966344278,Empregado,Ensino médio,Divorciado,Casa/apartamento próprio,Limpeza,0
5008994,1,1,1,1,0,1.0,270000.0,45.399973989883435,3.269060966344278,Empregado,Ensino médio,Divorciado,Casa/apartamento próprio,Limpeza,0
5008995,1,1,1,1,0,1.0,270000.0,45.399973989883435,3.269060966344278,Empregado,Ensino médio,Divorciado,Casa/apartamento próprio,Limpeza,0
5112861,1,1,1,1,0,1.0,270000.0,45.399973989883435,3.269060966344278,Empregado,Ensino médio,Divorciado,Casa/apartamento próprio,Limpeza,0
5009000,1,1,0,0,0,2.0,157500.0,27.179202858374914,2.266987001786484,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Motorista,0
5009016,0,1,0,0,1,4.0,216000.0,42.28423581593051,8.520366605748235,Servidor público,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5009018,0,1,0,0,1,4.0,216000.0,42.28423581593051,8.520366605748235,Servidor público,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5009019,0,1,0,0,1,4.0,216000.0,42.28423581593051,8.520366605748235,Servidor público,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5009020,0,1,0,0,1,4.0,216000.0,42.28423581593051,8.520366605748235,Servidor público,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5009022,0,1,0,0,1,4.0,216000.0,42.28423581593051,8.520366605748235,Servidor público,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5009023,0,1,0,0,1,4.0,216000.0,42.28423581593051,8.520366605748235,Servidor público,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5009025,0,1,0,0,1,4.0,216000.0,42.28423581593051,8.520366605748235,Servidor público,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5009027,1,1,0,0,1,2.0,270000.0,54.37757106579875,29.687125676776386,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5112862,1,1,0,0,1,2.0,270000.0,54.37757106579875,29.687125676776386,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5009029,1,1,0,0,0,2.0,225000.0,39.56275625098394,7.603167758407086,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5009031,0,1,0,0,0,1.0,315000.0,28.89587055175671,3.269060966344278,Empregado,Ensino médio,Solteiro,Casa/apartamento próprio,Contabilidade,0
5009032,0,1,0,0,0,1.0,315000.0,28.89587055175671,3.269060966344278,Empregado,Ensino médio,Solteiro,Casa/apartamento próprio,Contabilidade,0
5009033,0,0,0,0,0,2.0,255150.0,51.149578704559296,0.0,Pensionista,Ensino superior incompleto,União-estável,Apartamento alugado,Outro,0
5009034,0,0,0,0,0,2.0,255150.0,51.149578704559296,0.0,Pensionista,Ensino superior incompleto,União-estável,Apartamento alugado,Outro,0
5009036,0,0,0,0,0,2.0,255150.0,51.149578704559296,0.0,Pensionista,Ensino superior incompleto,União-estável,Apartamento alugado,Outro,0
5009037,0,0,0,0,0,2.0,255150.0,51.149578704559296,0.0,Pensionista,Ensino superior incompleto,União-estável,Apartamento alugado,Outro,0
5009038,0,0,0,0,0,2.0,255150.0,51.149578704559296,0.0,Pensionista,Ensino superior incompleto,União-estável,Apartamento alugado,Outro,0
5009042,0,1,0,0,0,2.0,148500.0,48.299417510284265,2.4339993292127833,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Equipe principal,0
5009043,0,1,0,0,0,2.0,148500.0,48.299417510284265,2.4339993292127833,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Equipe principal,0
5009044,0,1,0,0,0,2.0,148500.0,48.299417510284265,2.4339993292127833,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Equipe principal,0
5009045,0,1,0,0,0,2.0,148500.0,48.299417510284265,2.4339993292127833,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Equipe principal,0
5009050,0,1,0,0,1,4.0,202500.0,30.108763355852616,6.2670691389966935,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Equipe principal,0
5009051,0,1,0,0,1,4.0,202500.0,30.108763355852616,6.2670691389966935,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Equipe principal,0
5009052,0,1,0,0,1,4.0,202500.0,30.108763355852616,6.2670691389966935,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Equipe principal,0
5009053,0,1,0,0,1,4.0,202500.0,30.108763355852616,6.2670691389966935,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Equipe principal,0
5009055,0,1,0,0,1,4.0,202500.0,30.108763355852616,6.2670691389966935,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Equipe principal,0
5009062,1,1,0,0,0,2.0,315000.0,28.611128223029905,5.68663285351513,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Vendas,0
5009063,1,1,0,0,0,2.0,315000.0,28.611128223029905,5.68663285351513,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Vendas,0
5009066,1,1,0,0,0,2.0,315000.0,28.611128223029905,5.68663285351513,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Vendas,0
5009068,1,1,0,0,0,2.0,315000.0,28.611128223029905,5.68663285351513,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Vendas,0
5009069,1,1,0,0,0,2.0,315000.0,28.611128223029905,5.68663285351513,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Vendas,0
5009070,1,1,0,0,0,2.0,315000.0,28.611128223029905,5.68663285351513,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Vendas,0
5009071,1,1,0,1,1,2.0,270000.0,28.101877519730042,8.687378933174534,Associado comercial,Ensino superior incompleto,União-estável,Habitação pública ,Alta tecnologia,0
5009072,1,1,0,1,1,2.0,270000.0,28.101877519730042,8.687378933174534,Associado comercial,Ensino superior incompleto,União-estável,Habitação pública ,Alta tecnologia,0
5009078,0,1,0,0,0,3.0,180000.0,38.6647227526917,3.520948410987221,Empregado,Ensino médio,Casado,Mora com os pais,Motorista,0
5009079,0,1,0,0,1,2.0,112500.0,27.554296118332342,8.687378933174534,Empregado,Ensino superior,União-estável,Casa/apartamento próprio,Construção Civil,0
5009080,0,1,0,0,1,2.0,112500.0,27.554296118332342,8.687378933174534,Empregado,Ensino superior,União-estável,Casa/apartamento próprio,Construção Civil,0
5009081,0,1,0,0,1,2.0,112500.0,27.554296118332342,8.687378933174534,Empregado,Ensino superior,União-estável,Casa/apartamento próprio,Construção Civil,0
5009083,0,1,0,0,0,2.0,90000.0,56.21196876048105,15.688207150044148,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Motorista,0
5009088,1,0,0,0,0,4.0,202500.0,40.32937021294072,8.18360404388865,Associado comercial,Ensino superior,Casado,Casa/apartamento próprio,Construção Civil,0
5009089,1,0,0,0,0,4.0,202500.0,40.32937021294072,8.18360404388865,Associado comercial,Ensino superior,Casado,Casa/apartamento próprio,Construção Civil,0
5009090,1,1,0,0,0,2.0,247500.0,34.57428968425087,11.020075703128743,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Motorista,0
5009096,0,1,0,0,1,3.0,270000.0,37.451829948595794,12.022149667686536,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Contabilidade,0
5009097,0,1,0,0,1,3.0,270000.0,37.451829948595794,12.022149667686536,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Contabilidade,0
5009098,0,1,0,0,1,3.0,270000.0,37.451829948595794,12.022149667686536,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Contabilidade,0
5009099,0,1,0,0,0,1.0,315000.0,36.33476388974449,1.5195383888786218,Empregado,Ensino superior,Divorciado,Casa/apartamento próprio,Gerência,0
5009100,0,1,0,0,0,1.0,315000.0,36.33476388974449,1.5195383888786218,Empregado,Ensino superior,Divorciado,Casa/apartamento próprio,Gerência,0
5009103,1,1,0,1,0,4.0,157500.0,35.20674620286522,11.104950820345387,Empregado,Ensino médio,Casado,Mora com os pais,Motorista,0
5009104,1,1,0,1,0,4.0,157500.0,35.20674620286522,11.104950820345387,Empregado,Ensino médio,Casado,Mora com os pais,Motorista,0
5009105,1,1,0,1,0,4.0,157500.0,35.20674620286522,11.104950820345387,Empregado,Ensino médio,Casado,Mora com os pais,Motorista,0
5009106,1,1,0,1,0,4.0,157500.0,35.20674620286522,11.104950820345387,Empregado,Ensino médio,Casado,Mora com os pais,Motorista,0
5112876,1,1,0,1,0,4.0,157500.0,35.20674620286522,11.104950820345387,Empregado,Ensino médio,Casado,Mora com os pais,Motorista,0
5009109,0,1,0,0,0,2.0,360000.0,41.94747325407092,7.52103054819743,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Segurança,0
5009116,0,0,0,0,0,1.0,157500.0,43.08644256897814,1.1827758270190354,Associado comercial,Ensino superior,Divorciado,Mora com os pais,Outro,0
5009117,0,0,0,0,0,1.0,157500.0,43.08644256897814,1.1827758270190354,Associado comercial,Ensino superior,Divorciado,Mora com os pais,Outro,0
5009118,0,0,0,0,0,1.0,157500.0,43.08644256897814,1.1827758270190354,Associado comercial,Ensino superior,Divorciado,Mora com os pais,Outro,0
5009120,0,0,0,0,0,1.0,157500.0,43.08644256897814,1.1827758270190354,Associado comercial,Ensino superior,Divorciado,Mora com os pais,Outro,0
5009122,0,0,0,0,0,1.0,157500.0,43.08644256897814,1.1827758270190354,Associado comercial,Ensino superior,Divorciado,Mora com os pais,Outro,0
5009123,0,0,0,0,0,1.0,157500.0,43.08644256897814,1.1827758270190354,Associado comercial,Ensino superior,Divorciado,Mora com os pais,Outro,0
5009124,0,0,0,0,0,1.0,157500.0,43.08644256897814,1.1827758270190354,Associado comercial,Ensino superior,Divorciado,Mora com os pais,Outro,0
5009125,0,0,0,0,0,1.0,157500.0,43.08644256897814,1.1827758270190354,Associado comercial,Ensino superior,Divorciado,Mora com os pais,Outro,0
5009126,0,0,0,0,0,1.0,157500.0,43.08644256897814,1.1827758270190354,Associado comercial,Ensino superior,Divorciado,Mora com os pais,Outro,0
5009127,0,0,0,0,0,1.0,157500.0,43.08644256897814,1.1827758270190354,Associado comercial,Ensino superior,Divorciado,Mora com os pais,Outro,0
5009128,0,0,0,0,0,1.0,157500.0,43.08644256897814,1.1827758270190354,Associado comercial,Ensino superior,Divorciado,Mora com os pais,Outro,0
5009130,0,0,0,0,0,1.0,157500.0,43.08644256897814,1.1827758270190354,Associado comercial,Ensino superior,Divorciado,Mora com os pais,Outro,0
5009131,0,0,0,0,0,1.0,157500.0,43.08644256897814,1.1827758270190354,Associado comercial,Ensino superior,Divorciado,Mora com os pais,Outro,0
5009133,0,1,0,0,0,1.0,382500.0,59.33865856246192,0.0,Pensionista,Ensino médio,Viúvo,Casa/apartamento próprio,Outro,0
5009134,0,1,0,0,0,1.0,382500.0,59.33865856246192,0.0,Pensionista,Ensino médio,Viúvo,Casa/apartamento próprio,Outro,0
5009136,0,1,0,0,0,1.0,382500.0,59.33865856246192,0.0,Pensionista,Ensino médio,Viúvo,Casa/apartamento próprio,Outro,0
5009138,0,1,0,0,0,1.0,382500.0,59.33865856246192,0.0,Pensionista,Ensino médio,Viúvo,Casa/apartamento próprio,Outro,0
5009141,0,0,1,1,0,2.0,135000.0,26.439967966488016,4.271134930902072,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Gerência,0
5009145,1,0,1,1,0,2.0,315000.0,43.327378385593136,10.185014065997247,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Gerência,0
5009146,1,0,1,1,0,2.0,315000.0,43.327378385593136,10.185014065997247,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Gerência,0
5009147,1,0,1,1,0,2.0,315000.0,43.327378385593136,10.185014065997247,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Gerência,0
5009150,1,0,1,1,0,2.0,315000.0,43.327378385593136,10.185014065997247,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Gerência,0
5009151,0,0,0,0,0,2.0,180000.0,53.59452966180004,7.942668227273661,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Vendas,0
5009152,0,0,0,0,0,2.0,180000.0,53.59452966180004,7.942668227273661,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Vendas,0
5009153,0,0,0,0,0,2.0,180000.0,53.59452966180004,7.942668227273661,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Vendas,0
5009154,0,0,0,0,0,2.0,180000.0,53.59452966180004,7.942668227273661,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Vendas,0
5009155,0,0,0,0,0,2.0,180000.0,53.59452966180004,7.942668227273661,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Vendas,0
5009156,0,0,0,0,0,2.0,180000.0,53.59452966180004,7.942668227273661,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Vendas,0
